name,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,height_cm,team,hand
Coby White,s:40~l:46~a:4395651,750f545c3cc8fea491cd828da373cc8e,4395651,"6' 4""",195 lbs,21,PG,0,"$5,837,760",02/16/00,https://a.espncdn.com/i/headshots/nba/players/full/4395651.png,Coby White,2,North Carolina,"Goldsboro, NC",193.04,Chicago Bulls,
Patrick Williams,s:40~l:46~a:4431687,ced929afe55c1316d44f5a6bfe33dda4,4431687,"6' 7""",215 lbs,20,PF,44,"$7,422,000",08/26/01,https://a.espncdn.com/i/headshots/nba/players/full/4431687.png,Patrick Williams,1,Florida State,"Charlotte, NC",200.66,Chicago Bulls,
Jarrett Allen,s:40~l:46~a:4066328,2c854df9a5a000969a6ec13cefab21d0,4066328,"6' 10""",243 lbs,23,C,31,"$20,000,000",04/21/98,https://a.espncdn.com/i/headshots/nba/players/full/4066328.png,Jarrett Allen,5,Texas,"Round Rock, TX",208.28,Cleveland Cavaliers,
Ed Davis,s:40~l:46~a:4259,8ce540bada41ea4956a540bb079933aa,4259,"6' 9""",218 lbs,32,C,21,"$1,669,178",06/05/89,https://a.espncdn.com/i/headshots/nba/players/full/4259.png,Ed Davis,12,North Carolina,"Richmond, VA",205.74,Cleveland Cavaliers,
Tacko Fall,s:40~l:46~a:3904625,cec7bd80fe2880fe8d9efe9a2294a563,3904625,"7' 6""",311 lbs,25,C,99,0,12/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3904625.png,Tacko Fall,3,UCF,"Dakar, Senegal",228.60000000000002,Cleveland Cavaliers,
Darius Garland,s:40~l:46~a:4396907,eb092265024f98407f49507cfcab5aab,4396907,"6' 1""",192 lbs,21,PG,10,"$7,040,880",01/26/00,https://a.espncdn.com/i/headshots/nba/players/full/4396907.png,Darius Garland,3,Vanderbilt,"Gary, IN",185.42,Cleveland Cavaliers,
Kevin Love,s:40~l:46~a:3449,802592a4e4466d2c7ca04d4f1e21424b,3449,"6' 8""",251 lbs,33,PF,0,"$31,258,256",09/07/88,https://a.espncdn.com/i/headshots/nba/players/full/3449.png,Kevin Love,14,UCLA,"Santa Monica, CA",203.2,Cleveland Cavaliers,
Lauri Markkanen,s:40~l:46~a:4066336,87ff7f1be52ab236308c878d12df8446,4066336,"6' 11""",240 lbs,24,PF,24,"$15,690,909",05/22/97,https://a.espncdn.com/i/headshots/nba/players/full/4066336.png,Lauri Markkanen,5,Arizona,"Jyvaskyla, Finland",210.82,Cleveland Cavaliers,
Evan Mobley,s:40~l:46~a:4432158,27839f34-323e-31ce-9bfb-3708571bef5a,4432158,"6' 11""",215 lbs,20,C,4,"$8,075,160",06/18/01,https://a.espncdn.com/i/headshots/nba/players/full/4432158.png,Evan Mobley,0,USC,"Murrieta, CA",210.82,Cleveland Cavaliers,
Isaac Okoro,s:40~l:46~a:4432822,7bcc7c59-2e9a-3729-b929-9f3c20682cd8,4432822,"6' 5""",225 lbs,20,SF,35,"$6,720,720",01/26/01,https://a.espncdn.com/i/headshots/nba/players/full/4432822.png,Isaac Okoro,2,Auburn,"Powder Springs, GA",195.57999999999998,Cleveland Cavaliers,
Cedi Osman,s:40~l:46~a:3893016,be7138086bafa64b5818706e688bbd9f,3893016,"6' 7""",230 lbs,26,SF,16,"$8,133,334",04/08/95,https://a.espncdn.com/i/headshots/nba/players/full/3893016.png,Cedi Osman,5,,"Ohrid, Macedonia",200.66,Cleveland Cavaliers,
Kevin Pangos,s:40~l:46~a:2583962,f9e26862f356e89626dd3e6640aec48a,2583962,"6' 1""",179 lbs,28,G,6,"$1,669,178",01/26/93,https://a.espncdn.com/i/headshots/nba/players/full/2583962.png,Kevin Pangos,0,Gonzaga,"Holland Landing, ON",185.42,Cleveland Cavaliers,
Ricky Rubio,s:40~l:46~a:4011,0256cef5f8a76e8a7c1f0400129dd4dd,4011,"6' 2""",190 lbs,31,PG,3,"$17,800,000",10/21/90,https://a.espncdn.com/i/headshots/nba/players/full/4011.png,Ricky Rubio,11,,"Barcelona, Spain",187.96,Cleveland Cavaliers,B
Collin Sexton,s:40~l:46~a:4277811,2a6515dd67707eac2141de08448a6905,4277811,"6' 1""",190 lbs,22,PG,2,"$6,439,671",01/04/99,https://a.espncdn.com/i/headshots/nba/players/full/4277811.png,Collin Sexton,4,Alabama,"Marietta, GA",185.42,Cleveland Cavaliers,R
Lamar Stevens,s:40~l:46~a:4066405,264b83ad92e0346f2818a3a436242f74,4066405,"6' 6""",230 lbs,24,F,8,"$1,517,981",07/09/97,https://a.espncdn.com/i/headshots/nba/players/full/4066405.png,Lamar Stevens,2,Penn State,"Philadelphia, PA",198.12,Cleveland Cavaliers,
Denzel Valentine,s:40~l:46~a:2999549,c4d7526e039e65ad70ba53e87bdf2051,2999549,"6' 4""",220 lbs,28,SG,45,"$1,939,350",11/16/93,https://a.espncdn.com/i/headshots/nba/players/full/2999549.png,Denzel Valentine,5,Michigan State,"Lansing, MI",193.04,Cleveland Cavaliers,
Dean Wade,s:40~l:46~a:3912848,cca4925251b9e1da48ac382f040cd2b4,3912848,"6' 9""",228 lbs,25,PF,32,"$1,782,621",11/20/96,https://a.espncdn.com/i/headshots/nba/players/full/3912848.png,Dean Wade,3,Kansas State,"Wichita, KS",205.74,Cleveland Cavaliers,
Dylan Windler,s:40~l:46~a:3906786,0e43f8d479f03cfe65c3c7629b9a7f96,3906786,"6' 6""",196 lbs,25,SG,9,"$2,239,200",09/22/96,https://a.espncdn.com/i/headshots/nba/players/full/3906786.png,Dylan Windler,2,Belmont,"Indianapolis, IN",198.12,Cleveland Cavaliers,
Saddiq Bey,s:40~l:46~a:4397136,9d4d1b0cee2f00e63d2c0d9b9d2f5d4b,4397136,"6' 7""",215 lbs,22,SF,41,"$2,824,320",04/09/99,https://a.espncdn.com/i/headshots/nba/players/full/4397136.png,Saddiq Bey,1,Villanova,"Largo, MD",200.66,Detroit Pistons,
Cade Cunningham,s:40~l:46~a:4432166,c28c6569-86f0-3c1e-bcab-b946fbc06ff6,4432166,"6' 6""",220 lbs,20,PG,2,"$10,050,120",09/25/01,https://a.espncdn.com/i/headshots/nba/players/full/4432166.png,Cade Cunningham,0,Oklahoma State,"Arlington, TX",198.12,Detroit Pistons,R
Hamidou Diallo,s:40~l:46~a:4080610,4d118512df3316dab2b668efb4119ecb,4080610,"6' 5""",202 lbs,23,SG,6,"$5,200,000",07/31/98,https://a.espncdn.com/i/headshots/nba/players/full/4080610.png,Hamidou Diallo,3,Kentucky,"Queens, NY",195.57999999999998,Detroit Pistons,
Luka Garza,s:40~l:46~a:4277951,c76eb9b04a15adf3128cd3dabf9b8857,4277951,"6' 10""",243 lbs,22,C,55,"$925,258",12/27/98,https://a.espncdn.com/i/headshots/nba/players/full/4277951.png,Luka Garza,0,Iowa,"Washington, DC",208.28,Detroit Pistons,
Jerami Grant,s:40~l:46~a:2991070,dc6db1badc618a7e647a83c10bb9f76f,2991070,"6' 8""",210 lbs,27,SF,9,"$20,002,500",03/12/94,https://a.espncdn.com/i/headshots/nba/players/full/2991070.png,Jerami Grant,7,Syracuse,"Portland, OR",203.2,Detroit Pistons,
Killian Hayes,s:40~l:46~a:4683024,e038f244-2824-3698-9da1-e0f98ab40724,4683024,"6' 5""",195 lbs,20,PG,7,"$5,572,680",07/27/01,https://a.espncdn.com/i/headshots/nba/players/full/4683024.png,Killian Hayes,1,,"Lakeland, FL",195.57999999999998,Detroit Pistons,
Frank Jackson,s:40~l:46~a:4065651,9d61df389905269d1b5b9228b3cf4172,4065651,"6' 3""",205 lbs,23,PG,5,"$3,000,000",05/04/98,https://a.espncdn.com/i/headshots/nba/players/full/4065651.png,Frank Jackson,3,Duke,"Washington, DC",190.5,Detroit Pistons,
Josh Jackson,s:40~l:46~a:4066297,4a424db96174de4e1a519b83743821e3,4066297,"6' 8""",207 lbs,24,SG,20,"$5,005,350",02/10/97,https://a.espncdn.com/i/headshots/nba/players/full/4066297.png,Josh Jackson,4,Kansas,"San Diego, CA",203.2,Detroit Pistons,
Cory Joseph,s:40~l:46~a:6446,c8370b0d572a40348738f981c19cd657,6446,"6' 3""",200 lbs,30,PG,18,"$4,910,000",08/20/91,https://a.espncdn.com/i/headshots/nba/players/full/6446.png,Cory Joseph,10,Texas,"Henderson, NV",190.5,Detroit Pistons,
Saben Lee,s:40~l:46~a:4278124,56b14678fdbb29ebba6ee3a00cc166c5,4278124,"6' 2""",183 lbs,22,PG,38,"$1,489,065",06/23/99,https://a.espncdn.com/i/headshots/nba/players/full/4278124.png,Saben Lee,1,Vanderbilt,"Phoenix, AZ",187.96,Detroit Pistons,
Isaiah Livers,s:40~l:46~a:4277957,ce460dcce39bff1d2303cf9b28d3c887,4277957,"6' 6""",232 lbs,23,PF,12,"$1,057,260",07/28/98,https://a.espncdn.com/i/headshots/nba/players/full/4277957.png,Isaiah Livers,0,Michigan,"Kalamazoo, MI",198.12,Detroit Pistons,
Trey Lyles,s:40~l:46~a:3136196,c212e512d1cf291c43df7725c8fd19c2,3136196,"6' 9""",234 lbs,26,PF,8,"$2,500,000",11/05/95,https://a.espncdn.com/i/headshots/nba/players/full/3136196.png,Trey Lyles,6,Kentucky,"Indianapolis, IN",205.74,Detroit Pistons,
Rodney McGruder,s:40~l:46~a:2488826,1b4ce6f3b90e0278facabfa0eaa58f3d,2488826,"6' 4""",205 lbs,30,SG,17,"$1,669,178",07/29/91,https://a.espncdn.com/i/headshots/nba/players/full/2488826.png,Rodney McGruder,5,Kansas State,"Landover, MD",193.04,Detroit Pistons,
Kelly Olynyk,s:40~l:46~a:2489663,9cfc539ec2edba991e28ae92154bf09b,2489663,"6' 11""",240 lbs,30,PF,13,"$12,195,122",04/19/91,https://a.espncdn.com/i/headshots/nba/players/full/2489663.png,Kelly Olynyk,8,Gonzaga,"Toronto, ON",210.82,Detroit Pistons,
Jamorko Pickett,s:40~l:46~a:4278566,205e822bc23d034b0c6daf762d353f7d,4278566,"6' 9""",206 lbs,23,PF,24,0,12/24/97,https://a.espncdn.com/i/headshots/nba/players/full/4278566.png,Jamorko Pickett,0,Georgetown,"Washington, DC",205.74,Detroit Pistons,
Chris Smith,s:40~l:46~a:4278527,4b208ba1ba99df467f474fe772039312,4278527,"6' 9""",215 lbs,21,SF,0,0,12/24/99,https://a.espncdn.com/i/headshots/nba/players/full/4278527.png,Chris Smith,0,UCLA,"Chicago, IL",205.74,Detroit Pistons,
Isaiah Stewart,s:40~l:46~a:4432810,85d20eec-daee-3fa1-9545-0011fb961cd8,4432810,"6' 8""",250 lbs,20,C,28,"$3,277,080",05/22/01,https://a.espncdn.com/i/headshots/nba/players/full/4432810.png,Isaiah Stewart,1,Washington,"Rochester, NY",203.2,Detroit Pistons,
Goga Bitadze,s:40~l:46~a:4348700,da823cfca5b0d5e844c819017b7cd254,4348700,"7' 0""",250 lbs,22,C,88,"$3,098,400",07/20/99,https://a.espncdn.com/i/headshots/nba/players/full/4348700.png,Goga Bitadze,2,,"Sagarejo, Georgia",213.36,Indiana Pacers,
Oshae Brissett,s:40~l:46~a:4278031,3ffed185196d48d0e38ee91b22f2273c,4278031,"6' 7""",210 lbs,23,SF,12,"$1,701,593",06/20/98,https://a.espncdn.com/i/headshots/nba/players/full/4278031.png,Oshae Brissett,2,Syracuse,"Mississauga, ON",200.66,Indiana Pacers,
Malcolm Brogdon,s:40~l:46~a:2566769,db29ba54f3bd2b6aebaebe0633291ab0,2566769,"6' 5""",229 lbs,28,PG,7,"$21,700,000",12/11/92,https://a.espncdn.com/i/headshots/nba/players/full/2566769.png,Malcolm Brogdon,5,Virginia,"Atlanta, GA",195.57999999999998,Indiana Pacers,
Torrey Craig,s:40~l:46~a:2528693,91a15f7d0a24cb150c4b0bb2ca44b791,2528693,"6' 7""",221 lbs,30,SF,13,"$4,878,049",12/19/90,https://a.espncdn.com/i/headshots/nba/players/full/2528693.png,Torrey Craig,4,USC Upstate,"Columbia, SC",200.66,Indiana Pacers,
Chris Duarte,s:40~l:46~a:4592402,48c369fe-437a-3469-ae17-c90ee78a5909,4592402,"6' 5""",190 lbs,24,SG,3,"$3,749,400",06/13/97,https://a.espncdn.com/i/headshots/nba/players/full/4592402.png,Chris Duarte,0,Oregon,"Puerto Plata, Dominican Republic",195.57999999999998,Indiana Pacers,B
Justin Holiday,s:40~l:46~a:2284101,83420c020109914a7f116ec5cecf426b,2284101,"6' 6""",180 lbs,32,SF,8,"$6,006,420",04/05/89,https://a.espncdn.com/i/headshots/nba/players/full/2284101.png,Justin Holiday,8,Washington,"Chatsworth, CA",198.12,Indiana Pacers,
Isaiah Jackson,s:40~l:46~a:4432170,4df234c9-e02d-3a02-8e36-9955ff214fa1,4432170,"6' 10""",205 lbs,19,F,23,"$2,451,240",01/10/02,https://a.espncdn.com/i/headshots/nba/players/full/4432170.png,Isaiah Jackson,0,Kentucky,"Pontiac, MI",208.28,Indiana Pacers,
DeJon Jarreau,s:40~l:46~a:4066796,3108cbfa0016166200a2cc7c5999dbf5,4066796,"6' 5""",185 lbs,23,F,17,0,01/23/98,https://a.espncdn.com/i/headshots/nba/players/full/4066796.png,DeJon Jarreau,0,Houston,"New Orleans, LA",195.57999999999998,Indiana Pacers,
Jeremy Lamb,s:40~l:46~a:6603,56d5d9aeef2af6d59d68827057b3d555,6603,"6' 5""",180 lbs,29,SG,26,"$10,500,000",05/30/92,https://a.espncdn.com/i/headshots/nba/players/full/6603.png,Jeremy Lamb,9,Connecticut,"Norcross, GA",195.57999999999998,Indiana Pacers,
Caris LeVert,s:40~l:46~a:2991043,32ca28ecabc26b16452fede2deec2b30,2991043,"6' 6""",205 lbs,27,SG,22,"$17,500,000",08/25/94,https://a.espncdn.com/i/headshots/nba/players/full/2991043.png,Caris LeVert,5,Michigan,"Pickerington, OH",198.12,Indiana Pacers,
Kelan Martin,s:40~l:46~a:3133596,dd4b50349e3eadf8ca8c1862aa4d2da1,3133596,"6' 5""",230 lbs,26,SG,21,"$1,701,593",08/03/95,https://a.espncdn.com/i/headshots/nba/players/full/3133596.png,Kelan Martin,2,Butler,"Louisville, KY",195.57999999999998,Indiana Pacers,
Domantas Sabonis,s:40~l:46~a:3155942,c2eb1a1778092cc63fa77a5e63654ae4,3155942,"6' 11""",240 lbs,25,PF,11,"$19,800,000",05/03/96,https://a.espncdn.com/i/headshots/nba/players/full/3155942.png,Domantas Sabonis,5,Gonzaga,"Kaunas, Lithuania",210.82,Indiana Pacers,
Myles Turner,s:40~l:46~a:3133628,a61d70b4d54433c83eb9aa6e5074f97e,3133628,"6' 11""",250 lbs,25,C,33,"$18,000,000",03/24/96,https://a.espncdn.com/i/headshots/nba/players/full/3133628.png,Myles Turner,6,Texas,"Bedford, TX",210.82,Indiana Pacers,
Brad Wanamaker,s:40~l:46~a:6507,5aad35bbbb760e3958107639266768ae,6507,"6' 3""",210 lbs,32,PG,10,"$1,669,178",07/25/89,https://a.espncdn.com/i/headshots/nba/players/full/6507.png,Brad Wanamaker,3,Pittsburgh,"Philadelphia, PA",190.5,Indiana Pacers,
Grayson Allen,s:40~l:46~a:3135045,fedd8adfa9ccd6430130ff502fc58389,3135045,"6' 4""",198 lbs,26,SG,7,"$4,054,695",10/08/95,https://a.espncdn.com/i/headshots/nba/players/full/3135045.png,Grayson Allen,2,Duke,"Jacksonville, FL",193.04,Milwaukee Bucks,
Giannis Antetokounmpo,s:40~l:46~a:3032977,00985054c4b34247e825ddf062d457c3,3032977,"6' 11""",242 lbs,27,PF,34,"$39,344,970",12/06/94,https://a.espncdn.com/i/headshots/nba/players/full/3032977.png,Giannis Antetokounmpo,6,,"Athens, Greece",210.82,Milwaukee Bucks,
Thanasis Antetokounmpo,s:40~l:46~a:3102533,3218b3eec26c996360e165a95d366853,3102533,"6' 6""",219 lbs,29,SF,43,"$1,669,178",07/18/92,https://a.espncdn.com/i/headshots/nba/players/full/3102533.png,Thanasis Antetokounmpo,1,,"Athens, Greece",198.12,Milwaukee Bucks,
Pat Connaughton,s:40~l:46~a:2578239,d87adcb487364ba7a188250127546a89,2578239,"6' 5""",209 lbs,28,SG,24,"$5,333,334",01/06/93,https://a.espncdn.com/i/headshots/nba/players/full/2578239.png,Pat Connaughton,4,Notre Dame,"Arlington, MA",195.57999999999998,Milwaukee Bucks,
DeMarcus Cousins,s:40~l:46~a:4258,3564a995edd22440a17b3dea0fcacbf7,4258,"6' 10""",270 lbs,31,C,15,,08/13/90,https://a.espncdn.com/i/headshots/nba/players/full/4258.png,DeMarcus Cousins,11,Kentucky,"Mobile, AL",208.28,Milwaukee Bucks,
Donte DiVincenzo,s:40~l:46~a:3934673,a74f63531678ff6ecab1ed9cf5300189,3934673,"6' 4""",203 lbs,24,SG,0,"$4,675,830",01/31/97,https://a.espncdn.com/i/headshots/nba/players/full/3934673.png,Donte DiVincenzo,1,Villanova,"Newark, DE",193.04,Milwaukee Bucks,
George Hill,s:40~l:46~a:3438,abbae422d49b1fd68bde67f49bfa6043,3438,"6' 4""",188 lbs,35,PG,3,"$4,000,000",05/04/86,https://a.espncdn.com/i/headshots/nba/players/full/3438.png,George Hill,13,IUPUI,"Indianapolis, IN",193.04,Milwaukee Bucks,B
Jrue Holiday,s:40~l:46~a:3995,6694d3e67257f21735dcf6911488b9f1,3995,"6' 3""",205 lbs,31,PG,21,"$32,413,333",06/12/90,https://a.espncdn.com/i/headshots/nba/players/full/3995.png,Jrue Holiday,11,UCLA,"Chatsworth, CA",190.5,Milwaukee Bucks,
Rodney Hood,s:40~l:46~a:2581177,119e04248dce82dbfd35c727c2fa9f41,2581177,"6' 8""",208 lbs,29,SG,5,"$1,669,178",10/20/92,https://a.espncdn.com/i/headshots/nba/players/full/2581177.png,Rodney Hood,5,Duke,"Meridian, MS",203.2,Milwaukee Bucks,
Brook Lopez,s:40~l:46~a:3448,3496fbc1fa88c3327f91f015006e0c8b,3448,"7' 0""",282 lbs,33,C,11,"$13,302,325",04/01/88,https://a.espncdn.com/i/headshots/nba/players/full/3448.png,Brook Lopez,11,Stanford,"North Hollywood, CA",213.36,Milwaukee Bucks,
Sandro Mamukelashvili,s:40~l:46~a:4278580,e9df9e2a50ac901b90901201532b81e8,4278580,"6' 9""",240 lbs,22,PF,54,0,05/23/99,https://a.espncdn.com/i/headshots/nba/players/full/4278580.png,Sandro Mamukelashvili,0,Seton Hall,"Tbilisi, Georgia",205.74,Milwaukee Bucks,
Wesley Matthews,s:40~l:46~a:4032,df1a0c3c2479209a1cdbe19ca2cee202,4032,"6' 4""",220 lbs,35,G,23,,10/14/86,https://a.espncdn.com/i/headshots/nba/players/full/4032.png,Wesley Matthews,11,Marquette,"San Antonio, TX",193.04,Milwaukee Bucks,
Khris Middleton,s:40~l:46~a:6609,948da849027fed39e7eecc3bb48c620d,6609,"6' 7""",222 lbs,30,SF,22,"$35,500,000",08/12/91,https://a.espncdn.com/i/headshots/nba/players/full/6609.png,Khris Middleton,7,Texas A&M,"Charleston, SC",200.66,Milwaukee Bucks,
Jordan Nwora,s:40~l:46~a:4277883,4dc3aaf6572c5602354c315d41251b3d,4277883,"6' 8""",225 lbs,23,SF,13,"$1,517,981",09/09/98,https://a.espncdn.com/i/headshots/nba/players/full/4277883.png,Jordan Nwora,0,Louisville,"Buffalo, NY",203.2,Milwaukee Bucks,
Semi Ojeleye,s:40~l:46~a:3056602,b708196e083cbae669f4c726a15dedbe,3056602,"6' 6""",240 lbs,27,PF,37,"$1,669,178",12/05/94,https://a.espncdn.com/i/headshots/nba/players/full/3056602.png,Semi Ojeleye,4,SMU,"Ottawa, KS",198.12,Milwaukee Bucks,
Bobby Portis,s:40~l:46~a:3064482,2f914525c16fdef642dbf2a4c1d27502,3064482,"6' 10""",250 lbs,26,C,9,,02/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3064482.png,Bobby Portis,4,Arkansas,"Little Rock, AR",208.28,Milwaukee Bucks,
Javonte Smart,s:40~l:46~a:4396972,df1e8083a14b268e07787ce434f01cf1,4396972,"6' 4""",205 lbs,22,G,15,,06/03/99,https://a.espncdn.com/i/headshots/nba/players/full/4396972.png,Javonte Smart,0,LSU,"Baton Rouge, LA",193.04,Milwaukee Bucks,
Bogdan Bogdanovic,s:40~l:46~a:3037789,db759921c2d428def1eb66f1c0aa708f,3037789,"6' 6""",225 lbs,29,SG,13,"$18,000,000",08/18/92,https://a.espncdn.com/i/headshots/nba/players/full/3037789.png,Bogdan Bogdanovic,2,,"Belgrade, Serbia",198.12,Atlanta Hawks,
Clint Capela,s:40~l:46~a:3102529,795d3c2071389c79aecd02ce8fe56558,3102529,"6' 10""",256 lbs,27,C,15,"$18,603,448",05/18/94,https://a.espncdn.com/i/headshots/nba/players/full/3102529.png,Clint Capela,5,,"Geneva, Switzerland",208.28,Atlanta Hawks,
John Collins,s:40~l:46~a:3908845,796e45a0b375dfdfc240b7550add4966,3908845,"6' 9""",226 lbs,24,PF,20,"$23,000,000",09/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3908845.png,John Collins,2,Wake Forest,"West Palm Beach, FL",205.74,Atlanta Hawks,
Sharife Cooper,s:40~l:46~a:4432173,c008dfb3-3d07-3527-ad39-2db2efc6ee55,4432173,"6' 1""",176 lbs,20,PG,2,0,06/11/01,https://a.espncdn.com/i/headshots/nba/players/full/4432173.png,Sharife Cooper,0,Auburn,"Powder Springs, GA",185.42,Atlanta Hawks,R
Gorgui Dieng,s:40~l:46~a:2534781,d8820adffef7422cca799c21e1f89ec9,2534781,"6' 10""",248 lbs,31,C,10,"$4,000,000",01/18/90,https://a.espncdn.com/i/headshots/nba/players/full/2534781.png,Gorgui Dieng,9,Louisville,"Kebemer, Senegal",208.28,Atlanta Hawks,
Danilo Gallinari,s:40~l:46~a:3428,fe07bfed3cf351431057d0b211220b4c,3428,"6' 10""",236 lbs,33,PF,8,"$20,475,000",08/08/88,https://a.espncdn.com/i/headshots/nba/players/full/3428.png,Danilo Gallinari,12,,"Sant'Angelo Lodigiano, Italy",208.28,Atlanta Hawks,
Solomon Hill,s:40~l:46~a:2488958,150bbb02738c01b0bcd062b6a052c4e3,2488958,"6' 6""",226 lbs,30,SF,18,"$1,669,178",03/18/91,https://a.espncdn.com/i/headshots/nba/players/full/2488958.png,Solomon Hill,6,Arizona,"Los Angeles, CA",198.12,Atlanta Hawks,
Kevin Huerter,s:40~l:46~a:4066372,96dd28ae3e67340195f596693f737892,4066372,"6' 7""",198 lbs,23,SG,3,"$4,253,357",08/27/98,https://a.espncdn.com/i/headshots/nba/players/full/4066372.png,Kevin Huerter,1,Maryland,"Albany, NY",200.66,Atlanta Hawks,B
Jalen Johnson,s:40~l:46~a:4701230,a3bb4b30-41a4-3cb0-abea-2e1746695cb8,4701230,"6' 8""",219 lbs,19,SF,1,"$2,659,580",12/18/01,https://a.espncdn.com/i/headshots/nba/players/full/4701230.png,Jalen Johnson,0,Duke,"Milwaukee, WI",203.2,Atlanta Hawks,L
Skylar Mays,s:40~l:46~a:4066269,86e2273a2ed08f8852ff5cdc0d26896b,4066269,"6' 4""",205 lbs,24,SG,4,0,09/05/97,https://a.espncdn.com/i/headshots/nba/players/full/4066269.png,Skylar Mays,0,LSU,"Baton Rouge, LA",193.04,Atlanta Hawks,
Onyeka Okongwu,s:40~l:46~a:4431680,08149ba6-a2b3-3f01-a031-f631824a3ef1,4431680,"6' 8""",240 lbs,20,PF,17,"$6,104,280",12/11/00,https://a.espncdn.com/i/headshots/nba/players/full/4431680.png,Onyeka Okongwu,0,USC,"Chino, CA",203.2,Atlanta Hawks,
Cam Reddish,s:40~l:46~a:4395627,e03c77d2fb3ee0fbc227ee9a35aa1aa9,4395627,"6' 8""",217 lbs,22,SF,22,"$4,670,160",09/01/99,https://a.espncdn.com/i/headshots/nba/players/full/4395627.png,Cam Reddish,0,Duke,"Norristown, PA",203.2,Atlanta Hawks,
Lou Williams,s:40~l:46~a:2799,12106a262d6e6f06de6f45243a6c2b88,2799,"6' 2""",175 lbs,35,SG,6,"$5,000,000",10/27/86,https://a.espncdn.com/i/headshots/nba/players/full/2799.png,Lou Williams,15,,"Memphis, TN",187.96,Atlanta Hawks,
Delon Wright,s:40~l:46~a:3064447,e2af91fa9c9ae951e887434ac068187b,3064447,"6' 5""",185 lbs,29,SG,0,"$8,526,316",04/26/92,https://a.espncdn.com/i/headshots/nba/players/full/3064447.png,Delon Wright,5,Utah,"Los Angeles, CA",195.57999999999998,Atlanta Hawks,
Trae Young,s:40~l:46~a:4277905,5745cf6de0cb758560cd97f7891bbeef,4277905,"6' 1""",164 lbs,23,PG,11,"$8,326,471",09/19/98,https://a.espncdn.com/i/headshots/nba/players/full/4277905.png,Trae Young,1,Oklahoma,"Lubbock, TX",185.42,Atlanta Hawks,
LaMelo Ball,s:40~l:46~a:4432816,ffef74e7-7cb4-3cb6-8fc3-4f01ac97fd39,4432816,"6' 7""",180 lbs,20,PG,2,"$8,231,760",08/22/01,https://a.espncdn.com/i/headshots/nba/players/full/4432816.png,LaMelo Ball,1,,"Chino Hills, CA",200.66,Charlotte Hornets,R
James Bouknight,s:40~l:46~a:4431712,594a0745-d4b2-38f5-b829-8f3a148561d2,4431712,"6' 4""",190 lbs,21,SG,5,"$4,154,400",09/18/00,https://a.espncdn.com/i/headshots/nba/players/full/4431712.png,James Bouknight,0,Connecticut,"Brooklyn, NY",193.04,Charlotte Hornets,
Miles Bridges,s:40~l:46~a:4066383,f288347bfa90b31d965a98e20e1a8294,4066383,"6' 7""",225 lbs,23,SF,0,"$5,421,493",03/21/98,https://a.espncdn.com/i/headshots/nba/players/full/4066383.png,Miles Bridges,3,Michigan State,"Flint, MI",200.66,Charlotte Hornets,
Gordon Hayward,s:40~l:46~a:4249,56f675cb8f40a5aaee5f5747ec9099c5,4249,"6' 7""",225 lbs,31,SF,20,"$29,925,000",03/23/90,https://a.espncdn.com/i/headshots/nba/players/full/4249.png,Gordon Hayward,11,Butler,"Brownsburg, IN",200.66,Charlotte Hornets,
Kai Jones,s:40~l:46~a:4431699,7e2f360cff82f85bd9d73e17e3be439b,4431699,"6' 10""",221 lbs,20,PF,23,"$2,770,560",01/19/01,https://a.espncdn.com/i/headshots/nba/players/full/4431699.png,Kai Jones,0,Texas,"Nassau, Bahamas",208.28,Charlotte Hornets,
Arnoldas Kulboka,s:40~l:46~a:4230551,e6a7751a6895d93bdfa2ce9132050ea8,4230551,"6' 10""",209 lbs,23,PF,98,0,01/04/98,https://a.espncdn.com/i/headshots/nba/players/full/4230551.png,Arnoldas Kulboka,0,,Lithuania,208.28,Charlotte Hornets,
Scottie Lewis,s:40~l:46~a:4432812,3ec34af6-83d2-3d0e-a637-96583279429c,4432812,"6' 5""",185 lbs,21,SG,16,0,03/12/00,https://a.espncdn.com/i/headshots/nba/players/full/4432812.png,Scottie Lewis,0,Florida,"Hazlet, NJ",195.57999999999998,Charlotte Hornets,
Cody Martin,s:40~l:46~a:3138161,28067c7c3d817f8a8924fb5ee35c1f34,3138161,"6' 6""",205 lbs,26,SF,11,"$1,782,621",09/28/95,https://a.espncdn.com/i/headshots/nba/players/full/3138161.png,Cody Martin,2,Nevada,"Mocksville, NC",198.12,Charlotte Hornets,
Jalen McDaniels,s:40~l:46~a:4066731,5bb01361102269a57cfae99047f23120,4066731,"6' 9""",205 lbs,23,PF,6,"$1,782,621",01/31/98,https://a.espncdn.com/i/headshots/nba/players/full/4066731.png,Jalen McDaniels,2,San Diego State,"Federal Way, WA",205.74,Charlotte Hornets,
Mason Plumlee,s:40~l:46~a:2488653,058a249e89295de15f074f1b4ba96a90,2488653,"6' 11""",254 lbs,31,C,24,"$9,248,333",03/05/90,https://a.espncdn.com/i/headshots/nba/players/full/2488653.png,Mason Plumlee,8,Duke,"Fort Wayne, IN",210.82,Charlotte Hornets,
